#TimeStamp Tx Ty Tz Qx Qy Qz Qw
0.729128 0.1783519 0.0008114 0.0027601  0.4990185 -0.5016475  0.4981462 -0.5011793
2.812757 0.8027511 0.0111588 0.0128901  0.4967544 -0.5007119  0.5023267 -0.5001905
2.916881 0.8354349 0.0123323 0.0132504  0.4972724 -0.5008611  0.5022976 -0.4995553
3.021006 0.8670798 0.0130062 0.0135537  0.4978482 -0.5002969  0.5029548 -0.4988853
3.125256 0.8989070 0.0137341 0.0140254  0.4980575 -0.4998779  0.5036952 -0.4983492
3.229379 0.9311246 0.0143356 0.0144638  0.4986197 -0.4996225  0.5039823 -0.4977525
3.333502 0.9638863 0.0153663 0.0147500  0.4985629 -0.4996888  0.5038599 -0.4978668
3.437629 0.9964413 0.0162712 0.0148761  0.4980043 -0.5000266  0.5034746 -0.4984761
3.541754 1.0285232 0.0169935 0.0153000  0.4976483 -0.5001776  0.5031179 -0.4990400
3.645880 1.0610060 0.0182774 0.0155908  0.4973235 -0.5005533  0.5026080 -0.4995007
3.750007 1.0944461 0.0199902 0.0157216  0.4974509 -0.5008695  0.5021410 -0.4995266
3.854131 1.1278520 0.0211788 0.0162493  0.4976444 -0.5005231  0.5020579 -0.4997646
3.958276 1.1611187 0.0228945 0.0164476  0.4977233 -0.5005480  0.5016536 -0.5000669
4.062383 1.1948999 0.0258677 0.0162045  0.4972317 -0.5012068  0.5012102 -0.5003406
4.166506 1.2284778 0.0283722 0.0161955  0.4965389 -0.5022195  0.5004048 -0.5008192
4.270633 1.2626312 0.0313265 0.0163357  0.4956712 -0.5032316  0.4996497 -0.5014162
4.374756 1.2972089 0.0357197 0.0158248  0.4935122 -0.5046622  0.4993598 -0.5023958
4.478884 1.3288319 0.0367010 0.0160765  0.4927401 -0.5056308  0.4982880 -0.5032432
4.583132 1.3607267 0.0379907 0.0159482  0.4917691 -0.5067576  0.4976444 -0.5036963
4.687259 1.3929104 0.0391951 0.0157642  0.4907950 -0.5078950  0.4968994 -0.5042359
4.791384 1.4248050 0.0410937 0.0155185  0.4892115 -0.5090454  0.4964191 -0.5050870
4.895505 1.4567310 0.0428843 0.0153669  0.4877218 -0.5099836  0.4960776 -0.5059162
4.999630 1.4880045 0.0451232 0.0153277  0.4868466 -0.5104641  0.4964970 -0.5058631
5.103758 1.5188518 0.0470340 0.0156291  0.4862555 -0.5110086  0.4968323 -0.5055527
5.207869 1.5515871 0.0485163 0.0156801  0.4865627 -0.5114099  0.4970189 -0.5046672
5.311998 1.5839698 0.0511761 0.0157624  0.4867281 -0.5116310  0.4978254 -0.5034872
5.416245 1.6145861 0.0525083 0.0163018  0.4874334 -0.5113902  0.4986090 -0.5022726
5.520244 1.6477687 0.0556773 0.0162228  0.4873626 -0.5111628  0.4999639 -0.5012249
5.624505 1.6779800 0.0569736 0.0165168  0.4874898 -0.5107118  0.5009897 -0.5005361
5.728633 1.7083510 0.0589095 0.0167186  0.4871455 -0.5109602  0.5017651 -0.4998407
5.832639 1.7393214 0.0610790 0.0167449  0.4864945 -0.5116469  0.5018779 -0.4996590
5.936757 1.7690130 0.0630838 0.0172047  0.4855413 -0.5125557  0.5015636 -0.4999702
6.040889 1.7986109 0.0653534 0.0171326  0.4841435 -0.5131995  0.5015769 -0.5006517
6.145012 1.8295137 0.0683328 0.0173963  0.4830267 -0.5142236  0.5015533 -0.5007031
6.249010 1.8601860 0.0713068 0.0178584  0.4823313 -0.5149540  0.5017919 -0.5003835
6.353135 1.8890876 0.0740939 0.0180420  0.4811882 -0.5158416  0.5017287 -0.5006333
6.457260 1.9186896 0.0775141 0.0185430  0.4803655 -0.5169180  0.5016936 -0.5003483
6.561386 1.9480307 0.0802200 0.0193556  0.4798484 -0.5180449  0.5011122 -0.5002615
6.665511 1.9782402 0.0837266 0.0196593  0.4785106 -0.5196294  0.5004307 -0.5005818
6.769636 2.0075341 0.0874851 0.0204515  0.4771617 -0.5214681  0.4995561 -0.5008308
6.873636 2.0365968 0.0894252 0.0208887  0.4760840 -0.5225401  0.4989407 -0.5013521
6.977759 2.0670100 0.0931962 0.0220757  0.4745856 -0.5240699  0.4988661 -0.5012504
7.081885 2.0959315 0.0955410 0.0231175  0.4735294 -0.5251799  0.4989449 -0.5010090
7.186013 2.1263813 0.0989971 0.0241125  0.4725868 -0.5260683  0.4994641 -0.5004492
7.290011 2.1565537 0.1018717 0.0243595  0.4710750 -0.5272185  0.4996455 -0.5004831
7.394135 2.1856548 0.1034964 0.0253529  0.4704974 -0.5277822  0.5001405 -0.4999375
7.498256 2.2143989 0.1055174 0.0256276  0.4697048 -0.5286150  0.5005874 -0.4993555
7.602386 2.2440391 0.1081492 0.0256757  0.4690235 -0.5299365  0.5005245 -0.4986576
7.706383 2.2732482 0.1102121 0.0261448  0.4685822 -0.5311129  0.5006267 -0.4977175
7.810511 2.3012674 0.1122596 0.0266195  0.4669102 -0.5320791  0.5011496 -0.4977306
7.914632 2.3299235 0.1147305 0.0264576  0.4648286 -0.5326900  0.5020188 -0.4981495
8.018763 2.3583120 0.1161012 0.0271658  0.4635575 -0.5333284  0.5025672 -0.4980979
8.122760 2.3875080 0.1178492 0.0274037  0.4623070 -0.5347489  0.5022846 -0.4980221
8.226883 2.4161967 0.1200982 0.0286460  0.4610847 -0.5370977  0.5017677 -0.4971479
8.331011 2.4441206 0.1221739 0.0295951  0.4597006 -0.5389491  0.5018485 -0.4963440
8.435138 2.4717959 0.1241820 0.0297131  0.4575365 -0.5399920  0.5029993 -0.4960450
8.539282 2.4995128 0.1258375 0.0300045  0.4561476 -0.5398236  0.5051155 -0.4953566
8.643387 2.5277891 0.1275000 0.0305764  0.4550436 -0.5397629  0.5073378 -0.4941657
8.747509 2.5548257 0.1285620 0.0310244  0.4545448 -0.5400742  0.5092606 -0.4923033
8.851635 2.5817088 0.1300069 0.0312152  0.4540875 -0.5412731  0.5104172 -0.4902064
8.955763 2.6095990 0.1314593 0.0314888  0.4533181 -0.5426555  0.5114150 -0.4883465
9.059886 2.6365025 0.1341092 0.0322676  0.4516455 -0.5443516  0.5126925 -0.4866663
9.164012 2.6632967 0.1358114 0.0326449  0.4500986 -0.5452571  0.5142767 -0.4854126
9.268135 2.6902419 0.1388078 0.0329249  0.4480606 -0.5463166  0.5168530 -0.4833661
9.372259 2.7180763 0.1413280 0.0341282  0.4466996 -0.5476893  0.5186551 -0.4811370
9.476392 2.7450350 0.1434251 0.0347401  0.4446855 -0.5488636  0.5207260 -0.4794247
9.580513 2.7721150 0.1459476 0.0353486  0.4428706 -0.5498986  0.5231187 -0.4773090
9.684640 2.7990977 0.1480477 0.0356736  0.4404248 -0.5514835  0.5248835 -0.4758038
9.788784 2.8258697 0.1507658 0.0362683  0.4382905 -0.5535856  0.5266537 -0.4733712
9.892888 2.8523854 0.1532598 0.0367168  0.4358455 -0.5557253  0.5281750 -0.4714227
9.997010 2.8792487 0.1559649 0.0372005  0.4331978 -0.5577103  0.5301162 -0.4693354
10.101140 2.9059795 0.1584412 0.0375418  0.4303840 -0.5596582  0.5316237 -0.4678980
10.205260 2.9318660 0.1608843 0.0380857  0.4274488 -0.5621790  0.5329442 -0.4660610
10.309390 2.9585485 0.1627391 0.0398874  0.4252161 -0.5644137  0.5340335 -0.4641517
10.413390 2.9841596 0.1642423 0.0420670  0.4231367 -0.5670233  0.5347468 -0.4620452
10.517510 3.0106548 0.1673820 0.0441193  0.4207855 -0.5701064  0.5360227 -0.4589094
10.621640 3.0384856 0.1690846 0.0448213  0.4176973 -0.5724057  0.5376203 -0.4569958
10.725760 3.0648528 0.1721708 0.0460311  0.4144500 -0.5752808  0.5396325 -0.4539602
10.829890 3.0914190 0.1742191 0.0464876  0.4109116 -0.5773283  0.5419969 -0.4517555
10.934020 3.1183206 0.1752654 0.0470303  0.4074974 -0.5795767  0.5436294 -0.4500042
11.038140 3.1448331 0.1774812 0.0486748  0.4030112 -0.5824131  0.5459954 -0.4475107
11.142270 3.1716997 0.1792462 0.0507664  0.3982362 -0.5866125  0.5469547 -0.4451227
11.246390 3.1990271 0.1799755 0.0513354  0.3926935 -0.5912421  0.5470947 -0.4437475
11.350520 3.2263015 0.1799622 0.0523594  0.3877558 -0.5957091  0.5471122 -0.4420909
11.454640 3.2543385 0.1808261 0.0525616  0.3810117 -0.5984025  0.5504586 -0.4401588
11.558780 3.2823707 0.1806219 0.0528826  0.3757920 -0.6003581  0.5547854 -0.4365361
11.663020 3.3110070 0.1795410 0.0525782  0.3713857 -0.6015573  0.5598539 -0.4321634
11.767160 3.3402306 0.1771584 0.0521865  0.3662045 -0.6037390  0.5632569 -0.4291097
11.871260 3.3695536 0.1733355 0.0519157  0.3613702 -0.6072252  0.5643581 -0.4268360
11.975390 3.3992599 0.1690477 0.0528232  0.3564750 -0.6118905  0.5639857 -0.4247773
12.079640 3.4224755 0.1667920 0.0530085  0.3515785 -0.6148375  0.5663333 -0.4214665
12.183770 3.4334127 0.1646722 0.0531493  0.3495674 -0.6154565  0.5677163 -0.4203738
12.287890 3.4424777 0.1622543 0.0537675  0.3493886 -0.6162197  0.5684906 -0.4183531
12.392020 3.4533505 0.1601502 0.0545062  0.3490793 -0.6163294  0.5711662 -0.4147902
12.496260 3.4639249 0.1579392 0.0548402  0.3481170 -0.6159774  0.5737325 -0.4125741
12.600390 3.4741404 0.1557770 0.0553656  0.3475949 -0.6160743  0.5760764 -0.4095928
12.704520 3.4841612 0.1536670 0.0559724  0.3470438 -0.6171926  0.5771678 -0.4068307
12.808640 3.4939603 0.1515670 0.0565868  0.3461893 -0.6176449  0.5788399 -0.4044899
12.912790 3.5038658 0.1495605 0.0570185  0.3450066 -0.6172072  0.5814858 -0.4023680
13.016890 3.5135660 0.1475863 0.0575336  0.3439641 -0.6168936  0.5840591 -0.4000074
13.121140 3.5231348 0.1458408 0.0579195  0.3433747 -0.6166484  0.5870634 -0.3964784
13.225270 3.5332322 0.1441653 0.0584893  0.3427670 -0.6176094  0.5891660 -0.3923682
13.329390 3.5433722 0.1426792 0.0590268  0.3412172 -0.6193424  0.5909939 -0.3882164
13.433520 3.5531294 0.1408796 0.0599449  0.3400378 -0.6213981  0.5919634 -0.3844710
13.537640 3.5629195 0.1388972 0.0605047  0.3370625 -0.6234778  0.5925378 -0.3828359
13.641770 3.5726755 0.1372987 0.0609613  0.3339326 -0.6253792  0.5935252 -0.3809431
13.745910 3.5819825 0.1356173 0.0616239  0.3311739 -0.6254039  0.5962747 -0.3790123
13.850020 3.5912131 0.1336959 0.0625510  0.3292192 -0.6253418  0.5991149 -0.3763292
13.954150 3.6005166 0.1317660 0.0633772  0.3285964 -0.6259083  0.6018267 -0.3715748
14.058400 3.6095972 0.1297652 0.0639377  0.3274337 -0.6271279  0.6038723 -0.3672002
14.162520 3.6187955 0.1276075 0.0641953  0.3256559 -0.6291028  0.6053875 -0.3628828
14.266640 3.6275884 0.1254119 0.0648221  0.3237599 -0.6313492  0.6063498 -0.3590510
14.370770 3.6365591 0.1229318 0.0652535  0.3210666 -0.6335198  0.6072675 -0.3560831
14.474890 3.6446609 0.1202405 0.0656027  0.3185337 -0.6352660  0.6078790 -0.3541985
14.579010 3.6532801 0.1183602 0.0661109  0.3143169 -0.6380105  0.6090097 -0.3510764
14.683140 3.6621253 0.1162677 0.0666207  0.3100532 -0.6405353  0.6103665 -0.3478997
14.787290 3.6704953 0.1140549 0.0673302  0.3063225 -0.6433539  0.6112408 -0.3444516
14.891390 3.6792707 0.1119912 0.0681639  0.3016641 -0.6470324  0.6118052 -0.3406497
14.995520 3.6876598 0.1101335 0.0688449  0.2967237 -0.6502208  0.6131283 -0.3365141
15.099640 3.6958171 0.1089906 0.0699191  0.2919751 -0.6522690  0.6165924 -0.3303174
15.203790 3.7041411 0.1069770 0.0706934  0.2894294 -0.6525329  0.6211624 -0.3234019
15.308020 3.7128638 0.1050354 0.0712250  0.2872752 -0.6541973  0.6251648 -0.3141143
15.412140 3.7221246 0.1032165 0.0721123  0.2846047 -0.6580411  0.6277022 -0.3032689
15.516270 3.7312318 0.1011793 0.0727391  0.2791268 -0.6623110  0.6296310 -0.2949529
15.620390 3.7406428 0.0984592 0.0724263  0.2724956 -0.6645073  0.6331626 -0.2885852
15.724520 3.7506864 0.0960026 0.0721046  0.2634069 -0.6674518  0.6369959 -0.2817112
15.828640 3.7578779 0.0934587 0.0727054  0.2584004 -0.6704194  0.6383586 -0.2761617
15.932650 3.7635227 0.0906585 0.0729573  0.2553766 -0.6720900  0.6393654 -0.2725614
16.036770 3.7682588 0.0880615 0.0731437  0.2532214 -0.6735347  0.6402054 -0.2690110
16.140900 3.7736882 0.0857075 0.0733551  0.2497884 -0.6756038  0.6415929 -0.2636738
16.245020 3.7786313 0.0833179 0.0735049  0.2458393 -0.6772000  0.6429483 -0.2599628
16.349140 3.7837909 0.0812475 0.0737919  0.2410726 -0.6793948  0.6444847 -0.2548454
16.453270 3.7890463 0.0790469 0.0739280  0.2357945 -0.6815368  0.6461379 -0.2498287
16.557390 3.7944165 0.0770063 0.0741229  0.2299859 -0.6840730  0.6478470 -0.2438132
16.661520 3.7995937 0.0749773 0.0743049  0.2242081 -0.6863709  0.6499341 -0.2370893
16.765650 3.8049190 0.0727579 0.0747972  0.2184823 -0.6895162  0.6511233 -0.2299377
16.869650 3.8102925 0.0704626 0.0751297  0.2125775 -0.6921547  0.6530408 -0.2219695
16.973770 3.8157725 0.0680682 0.0757066  0.2058402 -0.6961200  0.6536922 -0.2138533
17.077890 3.8208946 0.0658497 0.0760200  0.1989653 -0.6992658  0.6552310 -0.2052130
17.182030 3.8255711 0.0633255 0.0765654  0.1933192 -0.7028846  0.6555148 -0.1971835
17.286140 3.8306901 0.0609445 0.0771822  0.1851585 -0.7073301  0.6560004 -0.1872536
17.390270 3.8357375 0.0583254 0.0772015  0.1765938 -0.7102101  0.6577904 -0.1781240
17.494400 3.8403333 0.0556464 0.0772746  0.1682158 -0.7133025  0.6589669 -0.1693096
17.598420 3.8455832 0.0530768 0.0775142  0.1581138 -0.7172976  0.6602106 -0.1568637
17.702520 3.8505057 0.0503061 0.0777905  0.1486182 -0.7210490  0.6612386 -0.1440990
17.806640 3.8547386 0.0472283 0.0777957  0.1407669 -0.7232717  0.6627778 -0.1333731
17.910650 3.8584368 0.0440173 0.0780793  0.1345687 -0.7266613  0.6624173 -0.1227103
18.014770 3.8621525 0.0406596 0.0786086  0.1280392 -0.7318019  0.6600509 -0.1113764
18.118900 3.8659132 0.0373503 0.0791432  0.1208183 -0.7367436  0.6579962 -0.0982485
18.223020 3.8697973 0.0341291 0.0795590  0.1113088 -0.7410368  0.6568871 -0.0835115
18.327020 3.8735961 0.0305552 0.0797163  0.1019733 -0.7444567  0.6562827 -0.0684007
18.431150 3.8776197 0.0269905 0.0799936  0.0906187 -0.7493603  0.6540590 -0.0495411
18.535360 3.8814008 0.0233033 0.0802264  0.0785749 -0.7549953  0.6503046 -0.0301985
18.639420 3.8848281 0.0197474 0.0802708  0.0666740 -0.7594239  0.6470763 -0.0110515
18.743480 3.8869605 0.0168174 0.0801527  0.0589126 -0.7616802  0.6452670  0.0017462
18.847540 3.8889746 0.0140496 0.0798791  0.0486062 -0.7635879  0.6437169  0.0141247
18.951650 3.8907911 0.0113908 0.0796394  0.0387856 -0.7652183  0.6420290  0.0271186
19.055650 3.8925461 0.0086735 0.0793522  0.0274893 -0.7666244  0.6402578  0.0400161
19.159650 3.8941636 0.0060322 0.0789814  0.0153715 -0.7670499  0.6391458  0.0537671
19.263770 3.8958015 0.0034569 0.0785841  0.0007224 -0.7670801  0.6378417  0.0688875
19.367870 3.8970287 0.0007724 0.0782611 -0.0110656 -0.7672315  0.6358848  0.0829695
19.471780  3.8981345 -0.0019756  0.0780491 -0.0232460 -0.7680431  0.6325696  0.0970827
19.575900  3.8993050 -0.0047672  0.0777965 -0.0364580 -0.7677229  0.6292735  0.1152700
19.679910  3.8996101 -0.0069128  0.0775423 -0.0439845 -0.7684200  0.6263298  0.1237222
19.784020  3.9000467 -0.0090433  0.0773112 -0.0531870 -0.7691863  0.6224194  0.1346016
19.888070  3.9004467 -0.0111530  0.0771315 -0.0607138 -0.7694061  0.6184337  0.1478777
19.992130  3.9007868 -0.0132940  0.0769579 -0.0694091 -0.7696935  0.6136280  0.1619103
20.096150  3.9006775 -0.0142858  0.0768042 -0.0710699 -0.7694717  0.6126938  0.1657369
20.200150  3.9005123 -0.0153896  0.0766331 -0.0727465 -0.7694531  0.6113192  0.1701138
20.304270  3.9003676 -0.0163944  0.0764023 -0.0752919 -0.7685028  0.6112557  0.1734962
20.408270  3.9002184 -0.0173933  0.0761975 -0.0772444 -0.7677268  0.6108094  0.1775974
20.512310  3.9000376 -0.0183989  0.0760079 -0.0794109 -0.7671327  0.6101938  0.1812868
20.616400  3.8998779 -0.0193900  0.0758147 -0.0816510 -0.7660403  0.6100202  0.1854477
20.720420  3.8996782 -0.0203493  0.0756131 -0.0841287 -0.7648796  0.6100746  0.1889191
20.824520  3.8994974 -0.0212892  0.0754354 -0.0869924 -0.7642115  0.6093124  0.1927473
20.928690  3.8992955 -0.0222403  0.0752475 -0.0902095 -0.7636126  0.6085285  0.1960895
21.032780  3.8990875 -0.0231844  0.0750655 -0.0933656 -0.7628060  0.6079124  0.1996306
21.136780  3.8988704 -0.0241172  0.0748735 -0.0958479 -0.7609288  0.6086273  0.2034045
21.240880  3.8986367 -0.0250559  0.0746702 -0.0981976 -0.7588039  0.6095372  0.2074568
21.344920  3.8983989 -0.0259440  0.0744866 -0.1006453 -0.7575727  0.6094725  0.2109441
21.448900  3.8981409 -0.0268839  0.0743129 -0.1038751 -0.7565343  0.6090953  0.2141701
21.552900  3.8978660 -0.0277948  0.0741476 -0.1058965 -0.7553565  0.6088789  0.2179196
21.657020  3.8975775 -0.0286861  0.0739821 -0.1080637 -0.7541714  0.6086057  0.2216907
21.761020  3.8972964 -0.0295698  0.0738042 -0.1108055 -0.7526656  0.6083735  0.2260493
21.865030  3.8969871 -0.0304402  0.0736497 -0.1133029 -0.7515226  0.6079720  0.2296655
21.969150  3.8966633 -0.0313129  0.0734992 -0.1164005 -0.7508347  0.6068653  0.2332652
22.073170  3.8963306 -0.0321654  0.0733301 -0.1182624 -0.7495870  0.6061313  0.2381978
22.177150  3.8959938 -0.0330231  0.0731635 -0.1217198 -0.7477060  0.6056933  0.2434249
22.281150  3.8956374 -0.0338694  0.0730057 -0.1250096 -0.7457436  0.6053286  0.2486291
22.385270  3.8952827 -0.0347027  0.0728649 -0.1292884 -0.7437764  0.6047737  0.2536334
22.489270  3.8949336 -0.0355118  0.0727320 -0.1339673 -0.7413118  0.6047775  0.2583675
22.593280  3.8945714 -0.0363117  0.0725875 -0.1381501 -0.7383201  0.6052659  0.2635360
22.697420  3.8942036 -0.0370740  0.0724677 -0.1418969 -0.7361299  0.6051987  0.2677921
22.801400  3.8938274 -0.0378337  0.0723314 -0.1444744 -0.7336748  0.6056508  0.2720947
22.905400  3.8934382 -0.0384804  0.0722315 -0.1452768 -0.7329508  0.6057258  0.2734484
23.009400  3.8930283 -0.0390498  0.0721597 -0.1447793 -0.7339926  0.6046753  0.2732428
23.113490  3.8926073 -0.0396355  0.0720781 -0.1455423 -0.7346017  0.6039543  0.2727948
23.217420  3.8922069 -0.0402247  0.0720073 -0.1463522 -0.7348208  0.6036214  0.2725080
23.321400  3.8917814 -0.0408143  0.0719274 -0.1462589 -0.7342779  0.6044204  0.2722504
23.425400  3.8913711 -0.0414013  0.0718525 -0.1469069 -0.7341681  0.6044943  0.2720334
23.529550  3.8909595 -0.0419918  0.0717740 -0.1470515 -0.7342171  0.6043369  0.2721729
23.633550  3.8905431 -0.0425841  0.0716979 -0.1471006 -0.7341126  0.6043949  0.2722992
23.737530  3.8901283 -0.0431741  0.0716229 -0.1465039 -0.7339625  0.6044162  0.2729774
23.841660  3.8897159 -0.0437620  0.0715462 -0.1463339 -0.7337089  0.6045242  0.2735109
23.945650  3.8892988 -0.0443526  0.0714735 -0.1472451 -0.7341853  0.6038555  0.2732202
24.049650  3.8888835 -0.0449395  0.0713972 -0.1476673 -0.7343304  0.6037665  0.2727988
24.153670  3.8884680 -0.0455265  0.0713220 -0.1478749 -0.7339657  0.6043258  0.2724291
24.257780  3.8880544 -0.0461160  0.0712444 -0.1473474 -0.7340700  0.6041515  0.2728202
24.361780  3.8876422 -0.0467013  0.0711696 -0.1463194 -0.7336736  0.6046709  0.2732887
24.465780  3.8872326 -0.0472927  0.0710993 -0.1452062 -0.7330820  0.6054580  0.2737271
24.569780  3.8868199 -0.0478895  0.0710283 -0.1444872 -0.7334300  0.6051574  0.2738402
24.673900  3.8863936 -0.0484889  0.0709536 -0.1441561 -0.7347404  0.6038724  0.2733379
24.777900  3.8859810 -0.0490888  0.0708762 -0.1438343 -0.7358191  0.6027021  0.2731887
24.882030  3.8855658 -0.0496799  0.0707979 -0.1431339 -0.7356928  0.6032735  0.2726350
24.986020  3.8851644 -0.0502683  0.0707193 -0.1426816 -0.7354026  0.6040347  0.2719690
25.090170  3.8847488 -0.0508654  0.0706458 -0.1427560 -0.7360516  0.6038179  0.2706523
25.194150  3.8843294 -0.0514614  0.0705651 -0.1428763 -0.7361535  0.6040998  0.2696809
25.298280  3.8839183 -0.0520530  0.0704874 -0.1427207 -0.7360305  0.6044549  0.2693033
25.402400  3.8835109 -0.0526447  0.0704082 -0.1427682 -0.7357322  0.6049743  0.2689264
25.506530  3.8831040 -0.0532384  0.0703301 -0.1428872 -0.7356751  0.6050822  0.2687768
25.610540  3.8826983 -0.0538374  0.0702555 -0.1429867 -0.7356935  0.6050979  0.2686380
25.714650  3.8822897 -0.0544319  0.0701783 -0.1431022 -0.7354772  0.6054219  0.2684389
25.818650  3.8818809 -0.0550280  0.0701007 -0.1430117 -0.7353378  0.6056895  0.2682650
25.922780  3.8814734 -0.0556237  0.0700220 -0.1432307 -0.7353002  0.6057798  0.2680475
26.026980  3.8810665 -0.0562192  0.0699453 -0.1429187 -0.7350848  0.6060654  0.2681592
26.130900  3.8806583 -0.0568032  0.0698693 -0.1431648 -0.7346277  0.6068857  0.2674242
26.235050  3.8803921 -0.0571100  0.0698658 -0.1434432 -0.7355873  0.6057644  0.2671796
26.339150  3.8799943 -0.0576791  0.0697944 -0.1436276 -0.7358010  0.6056393  0.2667752
26.443290  3.8795837 -0.0582627  0.0697193 -0.1432523 -0.7355583  0.6060876  0.2666281
26.547800  3.8791858 -0.0588481  0.0696474 -0.1431099 -0.7355347  0.6060556  0.2668424
26.651410  3.8787769 -0.0594412  0.0695686 -0.1424406 -0.7358561  0.6056433  0.2672504
26.757930  3.8783735 -0.0600291  0.0694897 -0.1421382 -0.7361200  0.6051766  0.2677410
26.862580  3.8779748 -0.0606167  0.0694105 -0.1420879 -0.7359204  0.6053214  0.2679892
26.963660  3.8775704 -0.0612051  0.0693340 -0.1420840 -0.7357249  0.6056173  0.2678594
27.067820  3.8771667 -0.0617949  0.0692593 -0.1419776 -0.7357092  0.6055921  0.2680161
27.171920  3.8767631 -0.0623840  0.0691816 -0.1419003 -0.7356642  0.6056424  0.2680666
27.276060  3.8763511 -0.0629756  0.0691043 -0.1412090 -0.7358256  0.6054921  0.2683282
27.380140  3.8759492 -0.0635758  0.0690222 -0.1408057 -0.7359415  0.6051200  0.2690606
27.484700  3.8755487 -0.0641738  0.0689453 -0.1402928 -0.7358679  0.6050013  0.2697958
27.588410  3.8751404 -0.0647785  0.0688653 -0.1398420 -0.7356844  0.6051347  0.2702307
27.692530  3.8747380 -0.0653781  0.0687887 -0.1396470 -0.7357435  0.6049265  0.2706366
27.796540  3.8743331 -0.0659823  0.0687065 -0.1395431 -0.7359642  0.6045354  0.2709639
27.900670  3.8739273 -0.0665859  0.0686301 -0.1393002 -0.7361138  0.6042996  0.2712081
28.005230  3.8735162 -0.0671910  0.0685517 -0.1390150 -0.7360369  0.6042812  0.2716040
28.108940  3.8731086 -0.0677974  0.0684724 -0.1391811 -0.7361641  0.6041064  0.2715632
